# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 1
# model = bernoulli_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 1
# data
#   file = bernoulli_1.data.R
# init = 2 (Default)
# random
#   seed = 2242482239
# output
#   file = bernoulli_samples_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta1,theta2
-9.59067,0.978419,0.445833,4,15,0,10.4815,0.215126,0.357574
-9.39993,0.914884,0.445833,3,7,0,10.1677,0.289938,0.242481
-9.76226,0.939513,0.445833,1,3,0,9.84218,0.231426,0.193907
-9.38778,0.994529,0.445833,2,5,0,9.76255,0.340885,0.224289
-9.88297,0.917347,0.445833,2,7,0,10.1359,0.305223,0.141168
-9.44296,1,0.445833,2,3,0,9.83265,0.386288,0.195544
-9.54626,0.998428,0.445833,3,7,0,9.54649,0.428552,0.166824
-9.37561,0.999581,0.445833,3,7,0,9.57518,0.339411,0.236417
-10.3644,0.934625,0.445833,2,7,0,10.6407,0.225193,0.483722
-9.54245,1,0.445833,2,3,0,10.2691,0.200727,0.286735
-10.1085,0.867526,0.445833,2,3,0,10.6,0.310846,0.430323
-10.1986,0.992834,0.445833,2,3,0,10.2835,0.22833,0.147814
-10.038,0.984537,0.445833,3,7,0,10.9932,0.519927,0.096063
-9.55019,0.942324,0.445833,2,3,0,10.3781,0.347414,0.170564
-9.61218,0.944946,0.445833,2,7,0,10.3784,0.37006,0.321586
-10.9496,0.825541,0.445833,2,7,0,11.6821,0.278617,0.523179
-10.5829,1,0.445833,3,7,0,11.1064,0.52838,0.0489838
-10.4662,0.996396,0.445833,3,7,0,11.1767,0.191204,0.495969
-10.962,0.434688,0.445833,2,3,0,15.7101,0.0460125,0.250973
-11.3603,0.977098,0.445833,2,3,0,11.3746,0.0433676,0.203454
-10.7869,0.998822,0.445833,3,7,0,12.5101,0.0553553,0.250539
-10.3725,0.936116,0.445833,1,3,0,11.5717,0.0881462,0.416484
-10.5006,1,0.445833,2,3,0,10.6355,0.0653734,0.283818
-14.6914,0.807597,0.445833,3,7,0,15.1017,0.809892,0.0772565
-11.7143,1,0.445833,2,3,0,14.3565,0.298323,0.0459552
-10.7498,0.973542,0.445833,3,15,0,11.7685,0.551004,0.0427631
-11.1551,0.950056,0.445833,2,3,0,11.1573,0.621104,0.03979
-12.8874,0.824001,0.445833,2,3,0,13.1936,0.732622,0.0236985
-12.5503,0.996057,0.445833,2,5,0,13.7868,0.453484,0.00795164
-13.0095,0.921601,0.445833,3,7,0,13.7987,0.0702927,0.654822
-12.3916,1,0.445833,1,1,0,13.1974,0.0687892,0.614962
-12.6221,1,0.445833,2,5,0,14.2141,0.0144743,0.186059
-11.4757,1,0.445833,2,3,0,12.5456,0.0223879,0.309747
-9.73349,0.989716,0.445833,2,7,0,13.2289,0.270685,0.39193
-9.91795,0.979936,0.445833,2,3,0,9.99949,0.310513,0.406463
-9.45061,1,0.445833,2,3,0,9.92454,0.32306,0.203256
-10.1081,0.905651,0.445833,1,3,0,10.3447,0.218724,0.160894
-11.7986,0.667888,0.445833,1,3,0,12.407,0.112185,0.111822
-9.70862,1,0.445833,2,3,0,11.5366,0.365549,0.343332
-9.6686,0.918664,0.445833,2,7,0,10.8697,0.184517,0.362214
-10.2304,0.974538,0.445833,2,7,0,10.9967,0.56802,0.103078
-9.4154,0.988331,0.445833,2,7,0,10.8758,0.259822,0.296081
-9.89596,0.950241,0.445833,2,7,0,10.9182,0.127553,0.35785
-11.5488,0.887712,0.445833,3,7,0,11.9182,0.0310521,0.460545
-10.0512,0.967145,0.445833,3,7,0,12.0388,0.117793,0.392911
-9.60254,0.794454,0.445833,3,7,0,11.5745,0.180872,0.302034
-9.7078,0.87681,0.445833,2,3,0,10.8398,0.176438,0.367773
-10.1239,0.901015,0.445833,2,3,0,10.6195,0.260244,0.450036
-10.1239,0.690385,0.445833,1,1,0,11.1552,0.260244,0.450036
-9.91086,0.992559,0.445833,2,7,0,10.6308,0.40402,0.106152
-9.88738,1,0.445833,1,1,0,9.941,0.403615,0.10866
-12.3377,0.964691,0.445833,3,7,0,12.6453,0.0774354,0.108116
-10.5299,0.993707,0.445833,2,7,0,12.2385,0.077265,0.426681
-10.2362,0.994727,0.445833,3,7,0,10.9618,0.51662,0.0720128
-10.6707,0.928298,0.445833,2,3,0,10.8392,0.365772,0.0644672
-9.50596,0.952098,0.445833,3,9,0,11.414,0.340161,0.317133
-9.52337,1,0.445833,2,7,0,9.52411,0.242568,0.233941
-9.51376,0.966708,0.445833,2,7,0,10.3296,0.426213,0.229079
-9.74854,0.978249,0.445833,3,15,0,9.82635,0.386786,0.128519
-10.1128,0.893363,0.445833,3,7,0,11.003,0.486021,0.0798269
-10.6681,0.901975,0.445833,2,3,0,11.1925,0.519772,0.0440809
-10.337,0.654434,0.445833,2,7,0,13.3444,0.155721,0.177087
-11.3732,0.807458,0.445833,1,3,0,11.7378,0.0896997,0.145797
-9.43618,0.947285,0.445833,2,7,0,11.2754,0.300198,0.313433
-9.63603,0.989564,0.445833,2,5,0,9.70979,0.439151,0.143577
-10.4304,0.980934,0.445833,3,7,0,10.8501,0.151764,0.484534
-10.4701,0.95251,0.445833,2,7,0,10.8578,0.12594,0.186303
-11.4223,0.931577,0.445833,3,7,0,11.8969,0.656573,0.171809
-9.80931,1,0.445833,2,3,0,10.9297,0.495618,0.127418
-9.59675,0.960614,0.445833,2,7,0,10.4742,0.370894,0.317639
-9.52374,1,0.445833,1,1,0,9.61215,0.373358,0.297904
-9.82207,0.918424,0.445833,2,3,0,9.99983,0.199921,0.206812
-10.2139,0.992778,0.445833,2,7,0,10.6788,0.0847571,0.310423
-10.7124,0.994507,0.445833,3,7,0,10.7145,0.0546116,0.395309
-9.42007,0.997322,0.445833,2,7,0,11.3742,0.274244,0.307922
-9.45593,0.980407,0.445833,2,5,0,9.58869,0.373422,0.18877
-10.01,0.963781,0.445833,2,3,0,10.4134,0.472141,0.0893891
-11.3715,0.657249,0.445833,3,7,0,12.4608,0.675616,0.0837914
-9.42292,1,0.445833,3,7,0,12.3016,0.267982,0.30796
-10.1276,0.91513,0.445833,3,11,0,10.4949,0.0998156,0.375325
-9.93907,0.960935,0.445833,2,3,0,10.4133,0.125505,0.272741
-10.5127,0.825709,0.445833,2,3,0,11.6919,0.100313,0.206418
-9.95399,0.98741,0.445833,3,7,0,10.6161,0.129374,0.259924
-9.96631,0.962949,0.445833,2,5,0,10.3442,0.172898,0.206785
-9.64066,0.975467,0.445833,2,3,0,10.0271,0.366268,0.330205
-9.64066,0.444317,0.445833,1,1,0,10.7931,0.366268,0.330205
-9.71687,0.968846,0.445833,2,3,0,9.88938,0.301023,0.162619
-9.71041,0.996845,0.445833,3,7,0,9.97104,0.486854,0.190702
-9.936,0.983658,0.445833,3,7,0,10.013,0.531301,0.164634
-9.58782,1,0.445833,2,7,0,9.94988,0.3126,0.177114
-10.154,0.976595,0.445833,3,7,0,10.2969,0.304171,0.438547
-9.84158,1,0.445833,2,3,0,10.4987,0.312002,0.142741
-9.71057,1,0.445833,2,3,0,9.90012,0.356411,0.349907
-9.71057,0.0510877,0.445833,2,3,0,12.5139,0.356411,0.349907
-9.71057,0.169418,0.445833,2,3,0,12.6957,0.356411,0.349907
-11.397,0.472861,0.445833,1,1,0,11.5257,0.488152,0.408343
-9.83617,1,0.445833,2,5,0,11.36,0.30695,0.145468
-11.2261,0.981552,0.445833,3,7,0,12.1611,0.0395069,0.444323
-10.9236,0.995579,0.445833,2,3,0,11.391,0.0397688,0.358042
-11.4858,0.89469,0.445833,3,7,0,12.1862,0.665943,0.0454668
-11.1723,1,0.445833,2,3,0,11.6618,0.351098,0.0480412
-9.48221,0.975473,0.445833,2,7,0,11.8169,0.295986,0.207657
-10.3322,0.959392,0.445833,2,7,0,12.4252,0.107189,0.221374
-10.3201,1,0.445833,3,7,0,10.7626,0.115512,0.44638
-9.54652,0.985283,0.445833,2,3,0,10.5005,0.235065,0.233934
-9.5561,1,0.445833,3,11,0,9.60813,0.256983,0.356457
-9.57271,0.998113,0.445833,3,7,0,9.68018,0.38576,0.299746
-9.78527,0.93602,0.445833,2,5,0,10.292,0.142484,0.296158
-9.78419,0.912561,0.445833,2,3,0,10.7082,0.172176,0.386478
-9.95618,0.870175,0.445833,2,7,0,11.1433,0.350492,0.116693
-10.456,0.877275,0.445833,1,3,0,11.6796,0.186527,0.148863
-10.6019,0.975542,0.445833,2,5,0,11.3118,0.10488,0.478272
-11.3941,0.968023,0.445833,3,7,0,11.6361,0.541362,0.0209309
-11.1214,0.959942,0.445833,1,3,0,11.6989,0.453745,0.0307626
-10.0899,1,0.445833,3,7,0,11.2491,0.171714,0.445133
-11.4418,0.876009,0.445833,3,15,0,12.652,0.37832,0.0334302
-10.3521,0.860787,0.445833,2,7,0,13.2919,0.584515,0.100746
-10.4794,0.998722,0.445833,3,7,0,10.918,0.0688605,0.387716
-10.4946,1,0.445833,1,1,0,10.532,0.0666306,0.382667
-10.9341,0.953845,0.445833,1,3,0,11.3548,0.0425373,0.275346
-10.1747,0.665362,0.445833,3,7,0,14.568,0.277667,0.450976
-10.6904,0.998029,0.445833,3,7,0,10.7485,0.0849139,0.204866
-11.6766,0.994665,0.445833,2,5,0,12.2999,0.0214607,0.416014
-11.1018,1,0.445833,2,3,0,11.8254,0.0343728,0.379012
-11.7923,0.880042,0.445833,2,3,0,12.3008,0.0388136,0.520328
-11.3085,1,0.445833,1,1,0,11.7985,0.0476906,0.484523
-10.6253,0.680974,0.445833,2,7,0,16.7044,0.563958,0.0522989
-10.427,0.991205,0.445833,3,7,0,11.2229,0.0909991,0.433246
-11.1614,0.919382,0.445833,3,7,0,11.701,0.0474489,0.462307
-10.071,0.944135,0.445833,2,7,0,11.4045,0.181449,0.187183
-9.49084,0.971681,0.445833,1,3,0,10.0943,0.243941,0.243567
-10.8215,0.942525,0.445833,2,3,0,11.3505,0.413964,0.432931
-11.2769,0.876347,0.445833,2,3,0,11.7864,0.199273,0.0966606
-10.4824,0.990198,0.445833,2,7,0,11.5195,0.602753,0.113556
-9.66943,0.994567,0.445833,3,7,0,10.4123,0.355856,0.342919
-10.1278,0.89279,0.445833,2,3,0,10.4114,0.316993,0.114266
-10.16,0.90619,0.445833,2,5,0,11.3396,0.145886,0.203804
-9.51756,0.992335,0.445833,3,7,0,10.5748,0.284039,0.205697
-9.76424,0.891531,0.445833,3,7,0,11.4032,0.307206,0.153768
-10.0969,0.979998,0.445833,1,3,0,11.0159,0.416147,0.0869493
-9.91514,0.795671,0.445833,2,7,0,13.6273,0.404965,0.344949
-10.0581,0.957064,0.445833,2,7,0,11.0049,0.525781,0.2207
-10.1033,0.943835,0.445833,3,7,0,10.5103,0.107113,0.26558
-9.42462,0.978753,0.445833,3,7,0,10.4745,0.391644,0.21862
-9.49437,0.950973,0.445833,1,3,0,9.77408,0.282599,0.212297
-9.3825,1,0.445833,2,3,0,9.50246,0.329262,0.23083
-10.9979,0.933681,0.445833,3,7,0,11.8751,0.62044,0.0491685
-10.9884,0.927158,0.445833,2,7,0,12.4804,0.149287,0.54195
-9.68543,0.894601,0.445833,2,3,0,11.8151,0.264032,0.38446
-10.5855,0.797973,0.445833,2,7,0,11.2812,0.291698,0.0937555
-9.4609,1,0.445833,3,7,0,10.6938,0.372455,0.187093
-10.8683,0.918837,0.445833,2,7,0,11.3325,0.230689,0.530469
-10.9322,0.997363,0.445833,3,7,0,11.6992,0.512235,0.0332964
-11.543,0.976174,0.445833,2,3,0,11.595,0.48539,0.018773
-12.67,0.537102,0.445833,3,7,0,15.4169,0.0189842,0.540621
-13.5632,0.954984,0.445833,3,7,0,13.7255,0.237315,0.0247392
