# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 1
# model = bernoulli_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 4
# data
#   file = bernoulli_4.data.R
# init = 2 (Default)
# random
#   seed = 2242482273
# output
#   file = bernoulli_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta1,theta2
-12.2608,0.714294,0.52607,3,7,0,12.7104,0.00992687,0.332218
-9.78092,0.945335,0.52607,3,7,0,12.0772,0.503548,0.154863
-10.6728,0.891397,0.52607,2,7,0,12.4202,0.123158,0.500383
-9.74794,0.964879,0.52607,2,7,0,11.2148,0.253326,0.397461
-10.1431,0.931046,0.52607,3,11,0,11.6557,0.560745,0.157348
-9.87088,0.857854,0.52607,3,7,0,10.8768,0.48135,0.108191
-9.6434,0.998977,0.52607,1,3,0,9.97476,0.439382,0.14189
-10.6382,0.953082,0.52607,3,7,0,10.8107,0.371144,0.0645505
-10.4322,1,0.52607,2,3,0,10.634,0.406977,0.0664422
-12.0877,0.82434,0.52607,2,3,0,12.4998,0.278178,0.0419239
-9.6988,0.836455,0.52607,2,7,0,13.9583,0.468249,0.138705
-10.067,0.991064,0.52607,3,7,0,10.3936,0.129262,0.413094
-9.99764,0.865301,0.52607,1,3,0,11.1473,0.149172,0.223893
-11.5814,0.856678,0.52607,2,3,0,12.0785,0.183337,0.0905816
-9.44293,1,0.52607,2,3,0,11.3578,0.239396,0.291244
-9.78433,0.954976,0.52607,2,3,0,9.81601,0.208084,0.206618
-10.0947,0.802664,0.52607,2,3,0,11.9676,0.520286,0.237431
-13.0323,0.15088,0.52607,1,1,0,13.8075,0.598928,0.373293
-12.492,0.439595,0.52607,2,3,0,14.6331,0.597298,0.347682
-12.492,0.224485,0.52607,2,3,0,14.7672,0.597298,0.347682
-11.0371,1,0.52607,2,7,0,12.3994,0.148052,0.131086
-10.1449,0.779942,0.52607,2,3,0,13.5854,0.540708,0.0911639
-10.2337,0.968726,0.52607,1,1,0,10.2788,0.563043,0.0949618
-10.7393,0.939394,0.52607,2,3,0,10.7657,0.626696,0.0969783
-10.7393,0.296997,0.52607,2,3,0,15.6479,0.626696,0.0969783
-10.5743,1,0.52607,2,3,0,10.8381,0.608253,0.0914522
-9.44271,0.893876,0.52607,2,5,0,11.5838,0.395815,0.23956
-10.4769,0.768392,0.52607,2,7,0,11.9324,0.0632825,0.34653
-10.7987,0.887226,0.52607,3,15,0,12.5474,0.471673,0.039787
-10.9614,0.999035,0.52607,2,3,0,11.1648,0.564801,0.0351586
-11.2887,0.998694,0.52607,2,3,0,11.3349,0.505029,0.0233157
-12.7134,0.505111,0.52607,3,9,0,16.9071,0.74075,0.104997
-11.3147,1,0.52607,3,7,0,12.6255,0.669079,0.0709141
-10.2009,1,0.52607,2,3,0,11.2685,0.560861,0.0994422
-10.5349,0.999083,0.52607,3,7,0,10.6218,0.417458,0.0587996
-12.1411,0.947629,0.52607,3,7,0,12.7307,0.515429,0.00984726
-12.0834,0.88164,0.52607,1,3,0,12.9603,0.403563,0.016508
-9.52487,0.939463,0.52607,3,11,0,12.5523,0.287351,0.344413
-9.55826,0.866891,0.52607,2,7,0,10.9516,0.33936,0.171736
-9.64127,0.997787,0.52607,3,7,0,9.78262,0.225274,0.375055
-9.7424,0.962126,0.52607,2,7,0,10.0019,0.249246,0.18588
-9.67031,0.896303,0.52607,2,7,0,10.7854,0.317782,0.364527
-9.55468,1,0.52607,2,3,0,9.66972,0.286606,0.352067
-10.7534,0.929907,0.52607,4,15,0,11.3477,0.44785,0.397882
-9.5751,1,0.52607,1,1,0,10.3547,0.377609,0.307353
-9.40746,1,0.52607,2,7,0,9.53867,0.291037,0.237292
-9.55995,0.981577,0.52607,3,7,0,9.7313,0.228316,0.353172
-10.0643,0.958569,0.52607,2,7,0,10.9128,0.551055,0.155393
-9.85844,0.989695,0.52607,2,7,0,11.3881,0.218236,0.417457
-10.1365,0.801934,0.52607,1,3,0,11.7099,0.160476,0.194748
-9.58073,0.946931,0.52607,1,3,0,10.3369,0.247794,0.215151
-9.45814,0.93978,0.52607,2,3,0,10.0764,0.367217,0.282494
-9.50529,0.99969,0.52607,2,7,0,9.5353,0.216333,0.276358
-9.48766,0.958178,0.52607,3,7,0,10.0124,0.233803,0.256754
-9.6884,0.934011,0.52607,2,3,0,12.3324,0.174793,0.262382
-9.38132,1,0.52607,2,3,0,9.69538,0.293949,0.281346
-10.0132,0.899111,0.52607,2,3,0,10.3312,0.280164,0.430666
-11.435,0.880214,0.52607,2,3,0,11.6201,0.237343,0.571744
-10.5848,1,0.52607,1,1,0,11.3166,0.229348,0.505406
-9.51284,0.997844,0.52607,2,7,0,11.1357,0.406029,0.17135
-9.5576,0.998949,0.52607,3,7,0,9.6168,0.204006,0.335275
-9.86879,0.968225,0.52607,1,3,0,10.2281,0.126237,0.314642
-9.69778,0.998774,0.52607,3,15,0,9.90307,0.461193,0.242078
-9.46828,1,0.52607,1,1,0,9.63756,0.408826,0.233793
-9.59137,0.990294,0.52607,2,5,0,9.85931,0.454442,0.169286
-9.66663,0.905702,0.52607,2,3,0,10.1113,0.476098,0.197145
-9.5109,0.907659,0.52607,3,15,0,10.3789,0.326251,0.326194
-12.6102,0.730953,0.52607,3,7,0,13.5374,0.521828,0.00612209
-10.6385,0.990173,0.52607,3,11,0,13.3432,0.472888,0.3631
-10.1997,0.912768,0.52607,2,7,0,11.6398,0.0911032,0.281873
-10.4834,0.973222,0.52607,2,3,0,10.8221,0.0808059,0.424889
-10.3411,1,0.52607,3,7,0,10.5012,0.0772426,0.373627
-10.4567,0.919101,0.52607,2,5,0,11.6595,0.155564,0.488943
-10.1032,0.897675,0.52607,2,3,0,11.6499,0.272555,0.444193
-9.79695,0.982195,0.52607,3,7,0,10.4513,0.334984,0.138662
-9.9675,0.980633,0.52607,1,3,0,10.7146,0.504754,0.100424
-10.6723,0.976193,0.52607,3,7,0,12.3706,0.257552,0.50703
-10.2654,1,0.52607,1,1,0,10.6671,0.236528,0.471263
-9.45415,0.994108,0.52607,3,7,0,10.8083,0.406261,0.225689
-9.51155,0.973929,0.52607,3,7,0,10.3916,0.287656,0.340769
-9.51155,0.746031,0.52607,1,3,0,11.2878,0.287656,0.340769
-10.406,0.873693,0.52607,3,7,0,10.7093,0.0678513,0.327459
-10.3347,1,0.52607,1,1,0,10.4088,0.0733843,0.327711
-10.0757,0.964146,0.52607,1,3,0,10.9833,0.128586,0.414222
-10.3333,0.940308,0.52607,2,5,0,11.2985,0.254143,0.47512
-10.9156,0.891425,0.52607,3,7,0,11.6567,0.0714016,0.198962
-9.61435,0.990371,0.52607,3,7,0,12.6663,0.208147,0.24152
-11.0988,0.96441,0.52607,3,7,0,11.4163,0.63173,0.184272
-9.70457,1,0.52607,2,3,0,10.6702,0.487174,0.182957
-10.7971,0.920593,0.52607,3,7,0,10.9712,0.472418,0.0397915
-11.2403,0.960175,0.52607,3,7,0,11.7874,0.276155,0.545818
-12.3331,0.95459,0.52607,2,7,0,13.1498,0.161886,0.638218
-10.7021,1,0.52607,2,3,0,12.4701,0.0995192,0.486491
-10.3606,1,0.52607,2,3,0,10.7437,0.123774,0.460065
-11.6718,0.981366,0.52607,3,11,0,12.2866,0.426843,0.0208357
-11.608,1,0.52607,2,3,0,11.7733,0.477904,0.0179731
-13.7841,0.989599,0.52607,3,7,0,13.8473,0.59129,0.00204329
-13.1269,0.668403,0.52607,2,5,0,15.8483,0.691419,0.0087007
-12.5128,1,0.52607,2,3,0,13.1185,0.571958,0.00698981
-11.6807,0.989656,0.52607,3,7,0,15.7414,0.0468919,0.527117
-12.0366,0.976243,0.52607,3,11,0,13.9581,0.420429,0.0154886
-12.3874,0.912428,0.52607,1,1,0,12.4705,0.374716,0.01561
-12.3414,0.98803,0.52607,2,3,0,12.7394,0.351857,0.0195781
-11.9657,0.982086,0.52607,2,3,0,12.9523,0.528407,0.0116345
-11.9657,0.628206,0.52607,2,3,0,14.4262,0.528407,0.0116345
-12.8063,0.985199,0.52607,2,3,0,12.8618,0.584166,0.00536365
-12.9625,1,0.52607,2,3,0,13.032,0.540601,0.0042691
-13.2038,0.830117,0.52607,2,3,0,14.0892,0.378161,0.00727521
-11.9982,1,0.52607,2,3,0,13.2018,0.514425,0.0113697
-12.979,0.850578,0.52607,3,7,0,14.7437,0.00694441,0.225453
-9.61202,0.979736,0.52607,3,15,0,12.7967,0.457556,0.216081
-9.47362,0.788317,0.52607,2,3,0,10.5338,0.416808,0.214835
-9.56518,0.992605,0.52607,3,7,0,9.78385,0.44406,0.170403
-9.7637,0.79849,0.52607,2,7,0,11.4654,0.150484,0.28178
-9.43905,0.999156,0.52607,2,7,0,10.1165,0.24251,0.279618
-11.1653,0.937754,0.52607,2,7,0,11.8037,0.653079,0.141538
-9.92866,0.96678,0.52607,2,7,0,11.2563,0.43509,0.0993642
-11.3481,0.920912,0.52607,3,11,0,12.6563,0.352208,0.515452
-11.5251,0.555538,0.52607,3,11,0,13.5925,0.0452626,0.183903
-11.8877,0.990338,0.52607,2,3,0,11.9277,0.0397373,0.165893
-11.5442,0.932286,0.52607,1,3,0,13.7495,0.0209101,0.358147
-11.968,0.885396,0.52607,3,7,0,12.9347,0.01412,0.379296
-11.5131,0.975434,0.52607,3,7,0,12.2108,0.650595,0.194601
-10.4485,0.683032,0.52607,2,7,0,13.7633,0.408085,0.0652928
-11.065,0.927794,0.52607,2,7,0,11.3942,0.285739,0.0727096
-9.71916,0.991286,0.52607,3,7,0,11.5944,0.212513,0.214325
-9.78464,0.963019,0.52607,2,7,0,10.4912,0.141382,0.302955
-9.4768,0.905983,0.52607,3,7,0,10.6701,0.300673,0.206554
-11.022,0.804111,0.52607,2,5,0,12.2685,0.0526654,0.220964
-10.1306,0.998149,0.52607,3,7,0,11.9266,0.096738,0.288066
-11.1004,0.889215,0.52607,2,3,0,11.7519,0.042745,0.238988
-11.5251,1,0.52607,3,7,0,11.753,0.0210108,0.342334
-16.4222,0.35874,0.52607,2,3,0,22.327,0.00125743,0.626038
-10.2507,0.734683,0.52607,3,15,0,15.8142,0.565345,0.0941787
-9.50586,0.995562,0.52607,2,7,0,10.3945,0.416155,0.177322
-11.8145,0.817296,0.52607,2,7,0,12.3986,0.590384,0.015294
-11.5848,0.836377,0.52607,2,3,0,12.6374,0.622139,0.0237276
-11.5258,0.995639,0.52607,2,3,0,11.8791,0.417486,0.0249341
-11.1639,0.995916,0.52607,2,3,0,11.5294,0.531936,0.0263547
-11.0906,0.974356,0.52607,3,7,0,12.0662,0.490009,0.0289522
-9.51697,0.855761,0.52607,2,7,0,12.7586,0.338477,0.180468
-9.69827,0.969309,0.52607,2,5,0,10.2548,0.158572,0.29978
-12.449,0.638942,0.52607,3,7,0,15.4752,0.0248884,0.544688
-12.2517,1,0.52607,3,7,0,12.9312,0.0187991,0.196261
-9.40645,0.978559,0.52607,3,7,0,12.6831,0.367333,0.212496
-9.50177,0.981551,0.52607,2,3,0,9.52673,0.334735,0.18524
-9.49609,0.998097,0.52607,3,7,0,9.66232,0.215309,0.294249
-9.40521,0.997544,0.52607,3,7,0,9.6585,0.288161,0.300575
-9.48181,0.989643,0.52607,2,7,0,9.54182,0.343471,0.308256
-9.46394,0.98901,0.52607,2,3,0,9.58445,0.304543,0.208074
-9.5393,0.993111,0.52607,2,7,0,9.76284,0.200926,0.313995
-11.0035,0.701544,0.52607,1,3,0,12.198,0.124567,0.145809
-9.9249,0.965244,0.52607,2,3,0,11.3597,0.125754,0.277347
-10.7714,0.89235,0.52607,2,3,0,11.0861,0.118253,0.166024
-9.90108,0.905145,0.52607,2,5,0,11.1017,0.22473,0.179537
-9.54432,0.943365,0.52607,2,7,0,10.8377,0.442165,0.209996
-9.65591,0.96491,0.52607,1,1,0,9.67386,0.463634,0.223525
-9.81923,0.955104,0.52607,2,3,0,10.0226,0.327157,0.13911
-9.48255,0.986319,0.52607,3,15,0,10.1441,0.222103,0.284264
-11.3374,0.950206,0.52607,3,7,0,14.6772,0.643893,0.18869
-10.524,1,0.52607,1,1,0,11.307,0.586032,0.192659
-10.6145,0.990585,0.52607,2,3,0,10.9503,0.259302,0.104998
-9.83606,0.983566,0.52607,2,7,0,11.0073,0.269539,0.40894
-9.62994,0.966075,0.52607,3,7,0,10.6825,0.200769,0.245342
-9.47738,0.999858,0.52607,3,7,0,9.67709,0.355493,0.184941
-9.42828,0.999803,0.52607,3,15,0,9.49337,0.272309,0.312124
-9.41321,0.99828,0.52607,2,7,0,9.49447,0.315728,0.298623
-9.76856,0.962547,0.52607,2,7,0,9.92011,0.4268,0.300905
-9.71978,0.979777,0.52607,2,7,0,10.4692,0.201059,0.386816
-9.55665,0.990824,0.52607,2,7,0,10.3297,0.327451,0.336746
-10.7295,0.776111,0.52607,2,7,0,11.5031,0.0683234,0.226582
-10.4917,0.997231,0.52607,3,15,0,11.5117,0.0721273,0.403739
-11.7922,0.948969,0.52607,3,11,0,12.4901,0.507403,0.0140825
-12.1118,0.995179,0.52607,2,3,0,12.15,0.48866,0.0106717
-10.8314,0.995702,0.52607,3,11,0,12.2683,0.154238,0.528378
-9.46962,0.990996,0.52607,2,7,0,11.241,0.326052,0.314607
-10.1165,0.915974,0.52607,2,7,0,10.8786,0.427355,0.0833818
-9.97949,0.991207,0.52607,3,15,0,10.3145,0.35548,0.39029
-10.2532,0.8905,0.52607,2,5,0,11.5024,0.0844378,0.288176
-9.55589,0.987421,0.52607,3,7,0,10.5095,0.445671,0.179898
-9.57429,0.983905,0.52607,3,7,0,10.1437,0.448842,0.171436
-10.5009,0.92834,0.52607,2,7,0,10.8159,0.102863,0.461848
-9.40183,0.995088,0.52607,3,7,0,10.7543,0.365584,0.21557
-11.4671,0.88919,0.52607,3,7,0,11.6022,0.300997,0.0527025
-11.3276,1,0.52607,3,11,0,11.7302,0.0471524,0.19841
-11.1368,0.975809,0.52607,3,7,0,12.1979,0.227059,0.552626
-10.8241,0.974585,0.52607,2,7,0,11.2334,0.199868,0.11864
-13.5215,0.915916,0.52607,2,7,0,13.8517,0.310196,0.650872
-13.6804,1,0.52607,3,7,0,13.995,0.733343,0.00922213
-10.9245,0.882476,0.52607,2,7,0,14.4702,0.542662,0.0344608
-11.1746,0.976867,0.52607,3,7,0,11.1795,0.597794,0.032292
-11.6752,0.947238,0.52607,2,3,0,11.6976,0.659822,0.0313624
-10.7679,1,0.52607,2,5,0,12.2892,0.609542,0.0617874
-10.2491,0.946046,0.52607,4,15,0,13.8443,0.262058,0.463988
-12.505,0.71057,0.52607,3,15,0,12.9577,0.0105532,0.233832
-12.1175,0.964181,0.52607,2,5,0,13.8768,0.0253909,0.18189
-11.8266,1,0.52607,3,7,0,12.1553,0.0298794,0.193369
-10.3605,0.978332,0.52607,2,7,0,12.6633,0.129369,0.19473
-10.0791,0.983235,0.52607,2,7,0,10.7848,0.100562,0.297086
-10.8179,0.98351,0.52607,2,7,0,11.5612,0.0469543,0.282201
-9.86029,0.998822,0.52607,3,15,0,10.8152,0.508248,0.203309
-9.47446,1,0.52607,2,7,0,10.3866,0.372765,0.283327
-9.96541,0.416644,0.52607,2,3,0,12.8166,0.195155,0.431933
-10.0044,0.980967,0.52607,2,3,0,10.4255,0.126399,0.39416
-10.6913,0.934766,0.52607,2,3,0,10.9502,0.0860298,0.469655
-10.3938,1,0.52607,1,1,0,10.6634,0.0955266,0.43429
-10.8966,0.923396,0.52607,1,1,0,10.9011,0.0832546,0.493806
-11.5396,0.942853,0.52607,2,3,0,12.4892,0.0324099,0.465558
-9.68422,0.942238,0.52607,2,7,0,12.0715,0.480585,0.19429
-9.8331,0.963586,0.52607,2,7,0,10.3089,0.447669,0.289795
-10.1465,0.894313,0.52607,3,7,0,10.7748,0.563539,0.133243
-10.0661,0.963955,0.52607,2,7,0,10.5649,0.262754,0.1426
-10.3156,0.970789,0.52607,1,1,0,10.3648,0.259714,0.124006
-12.1668,0.865522,0.52607,2,7,0,12.41,0.457312,0.484914
-9.86622,1,0.52607,1,1,0,11.2459,0.346921,0.380225
-9.44866,0.9278,0.52607,2,3,0,10.3167,0.273319,0.232905
-9.50943,0.998769,0.52607,3,7,0,9.55004,0.429395,0.21708
-9.50943,0.192986,0.52607,1,1,0,11.8735,0.429395,0.21708
-9.73731,0.947377,0.52607,2,7,0,10.7441,0.331436,0.369302
-10.0179,0.927582,0.52607,1,1,0,10.0713,0.330837,0.409513
-9.48677,0.87126,0.52607,2,7,0,11.5993,0.361799,0.180971
-9.67701,0.994414,0.52607,3,7,0,10.0043,0.401537,0.135833
-9.50291,1,0.52607,3,7,0,9.68776,0.221341,0.323961
-9.57983,0.991026,0.52607,2,3,0,9.68715,0.188517,0.319375
-9.79875,0.983789,0.52607,1,3,0,9.90939,0.139395,0.299889
-9.9869,0.981362,0.52607,2,3,0,10.0273,0.130881,0.249174
-9.85178,0.976893,0.52607,2,7,0,10.4372,0.500942,0.216333
-9.63854,0.993047,0.52607,2,7,0,10.1755,0.173869,0.290397
-10.2007,0.977472,0.52607,3,7,0,11.0314,0.438639,0.0752934
-12.0522,0.672493,0.52607,2,3,0,12.6635,0.709778,0.114427
-10.899,0.996314,0.52607,2,7,0,13.1281,0.470897,0.0361849
-11.0926,0.999403,0.52607,2,3,0,11.1726,0.536669,0.0285244
-10.1088,0.997704,0.52607,2,3,0,11.1052,0.474029,0.0798668
-10.9111,0.922702,0.52607,2,3,0,11.0966,0.622415,0.0577118
-9.47456,0.92532,0.52607,3,7,0,11.8946,0.224136,0.294642
-10.1158,0.790495,0.52607,1,3,0,11.387,0.261916,0.138643
-9.66021,0.993587,0.52607,2,3,0,10.2745,0.36994,0.145074
-9.86964,0.943237,0.52607,3,7,0,10.5688,0.207622,0.19439
-9.4015,0.992879,0.52607,1,3,0,10.0332,0.266224,0.281785
-10.199,0.967475,0.52607,3,7,0,10.5796,0.565233,0.165495
-11.7068,0.692463,0.52607,3,7,0,11.9043,0.652004,0.210745
-9.43778,1,0.52607,2,3,0,11.4117,0.399503,0.219988
-10.4586,0.824155,0.52607,2,7,0,11.722,0.250676,0.488791
-10.4586,0.256705,0.52607,1,1,0,12.4731,0.250676,0.488791
-9.98894,1,0.52607,2,7,0,10.6842,0.165942,0.426157
-10.204,0.992898,0.52607,2,7,0,10.7717,0.0949261,0.387821
-10.1373,0.86029,0.52607,2,3,0,11.6179,0.0938358,0.354497
-9.69139,0.992934,0.52607,2,3,0,10.2449,0.17397,0.262679
-9.82903,0.971839,0.52607,1,3,0,10.1868,0.153903,0.381381
-10.0613,0.986944,0.52607,3,7,0,10.1809,0.551296,0.150371
-9.81734,1,0.52607,2,3,0,10.144,0.425114,0.113188
-10.0776,0.991665,0.52607,2,7,0,10.4009,0.244156,0.447618
-12.2752,0.787544,0.52607,3,7,0,12.8706,0.653012,0.0142543
-13.8655,0.665648,0.52607,1,1,0,13.8792,0.756605,0.0122841
-12.5223,1,0.52607,1,3,0,14.1391,0.588154,0.0072626
-10.6634,0.886733,0.52607,2,7,0,14.3951,0.596666,0.0631387
-9.83378,0.998763,0.52607,2,7,0,10.6849,0.443442,0.109854
-10.455,0.992727,0.52607,2,3,0,10.4856,0.526387,0.0565118
-10.4694,0.920563,0.52607,1,3,0,11.0088,0.59471,0.089649
-10.4694,0.0491619,0.52607,2,3,0,15.8716,0.59471,0.089649
-10.5989,0.672307,0.52607,2,3,0,12.3348,0.595132,0.0691033
-12.0868,0.666731,0.52607,3,7,0,13.486,0.335436,0.0272838
-11.086,0.936538,0.52607,2,3,0,12.3244,0.568155,0.0309283
-9.87459,0.908378,0.52607,3,7,0,11.6972,0.388819,0.113362
-9.79872,0.964574,0.52607,3,7,0,10.6673,0.500272,0.13597
-10.9634,0.939165,0.52607,3,7,0,12.0848,0.0492598,0.433346
-10.633,0.945681,0.52607,2,3,0,11.7158,0.0546609,0.299635
-10.2667,0.967634,0.52607,1,3,0,11.1872,0.0918554,0.398501
-10.5344,0.964273,0.52607,2,3,0,10.7927,0.0798462,0.433192
-10.7122,0.970493,0.52607,2,3,0,11.1152,0.0633767,0.428695
-9.51467,0.946212,0.52607,2,3,0,11.2802,0.208564,0.293308
-9.42804,0.897194,0.52607,2,3,0,10.5425,0.280169,0.312698
-9.54093,0.938096,0.52607,2,7,0,10.1593,0.302996,0.190456
-10.9302,0.819393,0.52607,3,9,0,11.3382,0.425863,0.431877
-9.89843,1,0.52607,1,1,0,10.6908,0.40682,0.340933
-9.52966,0.780176,0.52607,2,3,0,10.8506,0.213381,0.266159
-11.0119,0.855942,0.52607,2,3,0,11.3836,0.500559,0.366324
