# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 1
# model = bernoulli_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 3
# data
#   file = bernoulli_3.data.R
# init = 2 (Default)
# random
#   seed = 2242482272
# output
#   file = bernoulli_samples_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta1,theta2
-9.41716,0.254782,0.486018,1,1,0,10.804,0.380096,0.209929
-10.4985,0.750227,0.486018,2,5,0,11.6759,0.321911,0.0875207
-11.4408,0.988673,0.486018,3,7,0,11.8038,0.374834,0.0341639
-10.5805,0.993587,0.486018,2,7,0,12.1377,0.606209,0.153231
-9.73828,1,0.486018,2,3,0,10.3512,0.232591,0.196789
-9.5278,0.980714,0.486018,2,3,0,10.0662,0.262009,0.348586
-9.55854,0.98445,0.486018,3,11,0,9.76203,0.19512,0.289777
-9.72592,0.98605,0.486018,2,3,0,9.79542,0.156558,0.285112
-10.1056,0.959762,0.486018,2,5,0,10.6769,0.557961,0.141884
-9.74009,1,0.486018,2,5,0,10.1895,0.162334,0.362242
-10.4494,0.915852,0.486018,3,7,0,11.1537,0.0844394,0.238719
-10.4455,0.902592,0.486018,2,3,0,12.259,0.24822,0.488068
-9.99213,0.996034,0.486018,3,7,0,10.6385,0.315999,0.126126
-9.81516,1,0.486018,2,7,0,10.2088,0.411846,0.323591
-9.98793,0.438355,0.486018,2,7,0,12.2791,0.109523,0.335307
-9.86028,1,0.486018,1,1,0,9.98335,0.127761,0.329407
-9.50312,0.982649,0.486018,2,7,0,9.98569,0.38782,0.278323
-9.67143,0.899117,0.486018,2,7,0,10.1436,0.402004,0.136652
-9.59918,0.981433,0.486018,3,7,0,9.84368,0.19995,0.350398
-10.3467,0.851051,0.486018,2,5,0,11.5287,0.572502,0.0842833
-10.9824,0.982278,0.486018,2,7,0,12.4176,0.536108,0.032036
-9.7688,0.981767,0.486018,2,7,0,11.415,0.404894,0.322161
-10.4275,0.821528,0.486018,2,7,0,10.4684,0.0684283,0.297235
-10.3898,0.994896,0.486018,3,7,0,10.6779,0.0862753,0.416371
-10.3886,0.794677,0.486018,2,7,0,12.0173,0.303705,0.463657
-10.1495,0.996194,0.486018,2,7,0,10.8019,0.0903602,0.324993
-9.70584,0.987807,0.486018,3,7,0,10.1402,0.155821,0.316545
-9.89222,0.993602,0.486018,2,3,0,9.9196,0.127691,0.356302
-14.1069,0.611015,0.486018,2,3,0,14.3032,0.0222771,0.092683
-9.63176,0.91734,0.486018,3,7,0,14.6029,0.314802,0.16885
-9.54113,0.969532,0.486018,2,3,0,10.9571,0.248382,0.351867
-9.66165,0.941739,0.486018,2,3,0,10.032,0.284782,0.178366
-9.70976,0.988284,0.486018,2,3,0,10.249,0.471502,0.22825
-10.2748,0.826462,0.486018,3,15,0,10.8705,0.0801137,0.355141
-10.4929,0.920376,0.486018,2,7,0,11.032,0.130763,0.180337
-10.4025,0.989131,0.486018,2,3,0,11.0813,0.0851844,0.245727
-10.526,0.855113,0.486018,2,3,0,12.7433,0.205623,0.502182
-10.526,0.716994,0.486018,1,1,0,11.2632,0.205623,0.502182
-9.87894,1,0.486018,2,3,0,10.5436,0.147539,0.388196
-9.44675,0.989025,0.486018,3,11,0,10.1975,0.238501,0.280484
-9.40558,0.992597,0.486018,1,3,0,9.53623,0.32436,0.291059
-9.94913,0.811003,0.486018,1,1,0,9.95312,0.428817,0.328105
-9.54343,0.932242,0.486018,2,3,0,10.2945,0.254301,0.219059
-9.42107,0.998548,0.486018,2,3,0,9.60454,0.252042,0.28363
-9.73914,0.892477,0.486018,2,7,0,10.3105,0.480768,0.135546
-10.4397,0.655654,0.486018,2,5,0,11.4312,0.444838,0.0593111
-10.2783,0.792724,0.486018,2,3,0,11.414,0.570496,0.175391
-9.58,0.994936,0.486018,2,3,0,10.5428,0.249857,0.213834
-9.50753,0.951443,0.486018,2,7,0,9.96038,0.31166,0.331993
-10.1138,0.960477,0.486018,3,7,0,10.1212,0.531094,0.0902793
-9.47784,1,0.486018,2,3,0,10.2254,0.370671,0.181922
-9.92754,0.954355,0.486018,2,7,0,10.1531,0.353011,0.118555
-9.76503,1,0.486018,1,1,0,9.91959,0.366181,0.131933
-9.70569,0.972785,0.486018,2,7,0,10.1064,0.431151,0.28377
-9.83013,1,0.486018,2,7,0,9.86413,0.133222,0.305646
-9.74487,1,0.486018,2,3,0,9.83681,0.14969,0.29729
-9.48645,0.992957,0.486018,3,7,0,9.76558,0.276008,0.335301
-9.42423,0.987619,0.486018,3,7,0,9.63421,0.365746,0.2692
-12.9544,0.151587,0.486018,3,7,0,13.8651,0.0201369,0.572067
-12.163,1,0.486018,1,1,0,12.8599,0.0229656,0.505406
-13.3258,0.63748,0.486018,3,7,0,16.5237,0.148143,0.689181
-9.59149,1,0.486018,2,3,0,13.7863,0.368053,0.156873
-10.1759,0.930037,0.486018,2,3,0,10.5418,0.542728,0.0877148
-10.1768,0.808717,0.486018,2,3,0,10.8838,0.320507,0.109156
-9.93779,0.98864,0.486018,2,7,0,10.634,0.366963,0.377248
-9.97076,0.979073,0.486018,2,3,0,10.1685,0.255963,0.154958
-9.62632,1,0.486018,2,3,0,9.86901,0.443624,0.247521
-10.5463,0.58855,0.486018,1,1,0,10.7208,0.556436,0.248834
-10.8339,0.803698,0.486018,1,1,0,11.5664,0.576757,0.251388
-9.69871,0.995784,0.486018,2,7,0,10.6565,0.16711,0.272567
-10.417,0.912039,0.486018,3,7,0,12.1568,0.0862655,0.240843
-9.88162,0.987584,0.486018,2,3,0,10.6128,0.15217,0.242236
-11.0657,0.897644,0.486018,2,3,0,11.0979,0.357409,0.492321
-10.4281,0.984424,0.486018,2,5,0,11.277,0.22513,0.131764
-10.9952,0.883941,0.486018,2,7,0,11.1755,0.53207,0.328353
-9.70442,0.888344,0.486018,2,3,0,11.2893,0.269969,0.179732
-9.9691,0.961995,0.486018,1,3,0,10.3017,0.171606,0.20745
-9.95993,0.991242,0.486018,2,3,0,10.3773,0.122722,0.272321
-9.9962,1,0.486018,2,3,0,10.3568,0.50245,0.247134
-10.3419,0.598933,0.486018,1,3,0,11.5763,0.255532,0.123985
-11.5919,1,0.486018,2,3,0,12.4859,0.686971,0.0650839
-10.3761,1,0.486018,1,1,0,11.0286,0.53674,0.0640201
-9.39171,0.992241,0.486018,2,7,0,11.0539,0.338444,0.274603
-10.0546,0.92466,0.486018,2,7,0,10.5549,0.490086,0.0859932
-11.1615,0.865964,0.486018,2,3,0,11.2288,0.621782,0.039714
-12.6143,0.913901,0.486018,2,7,0,13.2584,0.428716,0.00857958
-14.1318,0.699456,0.486018,3,7,0,14.2229,0.300871,0.00761293
-12.6529,0.954575,0.486018,2,7,0,14.6902,0.735378,0.0369858
-10.3826,1,0.486018,2,3,0,12.1416,0.412177,0.0681886
-9.72291,0.997239,0.486018,2,3,0,10.452,0.405771,0.12831
-9.64682,0.964878,0.486018,2,7,0,10.2605,0.201175,0.367632
-10.1068,0.981285,0.486018,3,7,0,10.1649,0.0957207,0.342932
-9.41729,0.907788,0.486018,2,7,0,10.4763,0.380093,0.209809
-10.6259,0.926858,0.486018,3,7,0,10.6711,0.088958,0.46389
-11.0695,0.861459,0.486018,3,7,0,12.0975,0.550325,0.029915
-9.60585,0.994586,0.486018,2,7,0,11.666,0.425591,0.148404
-9.81229,0.993429,0.486018,3,7,0,9.83077,0.441431,0.112756
-9.73907,0.787303,0.486018,2,3,0,10.446,0.448612,0.124188
-9.73907,0.00545658,0.486018,2,3,0,13.6374,0.448612,0.124188
-9.41955,0.9598,0.486018,2,7,0,10.0326,0.374533,0.256357
-9.46363,0.987621,0.486018,3,7,0,9.53209,0.386359,0.265169
-9.72167,0.976768,0.486018,3,7,0,9.84246,0.404885,0.128625
-9.63652,0.992986,0.486018,2,3,0,9.83331,0.352603,0.153826
-9.72665,0.999832,0.486018,2,3,0,9.75194,0.487828,0.148484
-9.86384,1,0.486018,2,3,0,9.89475,0.40857,0.110218
-9.96478,0.978396,0.486018,3,7,0,11.2242,0.288024,0.140455
-9.38582,0.974594,0.486018,2,7,0,10.096,0.330272,0.228064
-10.2962,0.770991,0.486018,3,13,0,11.4714,0.0765849,0.328565
-10.7104,0.980778,0.486018,2,3,0,10.8005,0.0555874,0.266632
-10.1668,0.800573,0.486018,2,7,0,11.7497,0.26922,0.452681
-9.75198,0.863155,0.486018,2,7,0,11.5616,0.429326,0.121694
-9.75198,0.256001,0.486018,1,1,0,11.1041,0.429326,0.121694
-9.96349,0.76435,0.486018,2,3,0,10.63,0.475008,0.0947099
-11.996,0.444429,0.486018,2,7,0,14.8928,0.0812003,0.119802
-9.53786,1,0.486018,2,3,0,11.841,0.282772,0.201855
-9.98348,0.963396,0.486018,3,7,0,10.9094,0.456198,0.0921683
-9.95707,0.958763,0.486018,3,7,0,10.2897,0.117554,0.289043
-10.6293,0.540627,0.486018,2,3,0,11.7806,0.382669,0.440343
-10.6293,0.840966,0.486018,2,5,0,12.483,0.382669,0.440343
-10.1194,0.858016,0.486018,2,7,0,11.3413,0.47801,0.299254
-9.65964,1,0.486018,1,1,0,10.0338,0.396535,0.309352
-10.7854,0.499513,0.486018,2,3,0,11.479,0.0489029,0.280093
-10.4077,0.902993,0.486018,2,7,0,12.1845,0.11246,0.45742
-10.8041,0.999882,0.486018,3,7,0,11.0774,0.464547,0.0401944
-11.6062,0.559202,0.486018,2,3,0,12.7209,0.400216,0.0256031
-10.7575,0.994968,0.486018,3,7,0,11.5602,0.561678,0.0440167
-9.66064,1,0.486018,3,7,0,10.7295,0.473632,0.201243
-9.66064,0,0.486018,0,1,1,14.3138,0.473632,0.201243
-11.6996,0.302701,0.486018,1,1,0,12.0123,0.66513,0.184656
-11.1553,1,0.486018,2,3,0,11.4147,0.20286,0.100616
-11.0724,1,0.486018,1,1,0,11.3888,0.195652,0.107531
-12.4309,0.980991,0.486018,2,3,0,12.4725,0.162625,0.643703
-10.1132,1,0.486018,2,3,0,12.6724,0.101688,0.375609
-10.7232,0.979986,0.486018,2,3,0,10.9267,0.051064,0.287653
-9.9831,1,0.486018,2,3,0,10.6966,0.109698,0.324438
-9.6978,0.405008,0.486018,2,5,0,11.1238,0.333628,0.361413
-12.0628,0.487818,0.486018,2,3,0,12.6062,0.0601657,0.131529
-11.434,0.762133,0.486018,1,3,0,12.3472,0.104443,0.132946
-10.7747,0.717284,0.486018,1,3,0,11.7407,0.181304,0.130073
-10.6365,1,0.486018,2,3,0,10.9122,0.18819,0.1354
-10.6068,0.845001,0.486018,1,3,0,11.0127,0.139651,0.164393
-11.4262,0.917326,0.486018,2,5,0,12.6109,0.211572,0.0856926
-13.2181,0.948389,0.486018,2,3,0,13.268,0.155326,0.0541028
-9.63161,1,0.486018,2,3,0,12.7093,0.355578,0.153658
-9.78463,0.995908,0.486018,2,3,0,9.91098,0.505073,0.162947
-10.6313,0.907663,0.486018,2,3,0,10.7361,0.348556,0.0714892
-10.1235,1,0.486018,2,3,0,10.6591,0.553113,0.108121
-10.233,0.455204,0.486018,2,3,0,11.894,0.0852178,0.293795
-9.57103,0.919284,0.486018,2,7,0,10.2848,0.341918,0.331899
-10.0382,0.851604,0.486018,2,3,0,10.1505,0.235692,0.158601
-10.9856,0.864726,0.486018,2,7,0,12.4836,0.554357,0.0331103
-11.6117,0.501612,0.486018,2,3,0,13.1623,0.518991,0.016676
-11.5959,0.911249,0.486018,2,3,0,11.8853,0.536258,0.0169395
-12.6771,0.810133,0.486018,2,5,0,13.1573,0.517351,0.0057545
-12.4456,0.940892,0.486018,2,3,0,12.8169,0.551758,0.0072304
-12.6768,0.955405,0.486018,1,1,0,12.6812,0.591287,0.00627192
-10.2255,0.942584,0.486018,3,11,0,12.9806,0.2073,0.468914
-10.2255,0.629424,0.486018,1,1,0,11.1961,0.2073,0.468914
-9.51487,0.77457,0.486018,2,7,0,12.9519,0.337673,0.181214
-9.39347,1,0.486018,2,3,0,9.53184,0.361872,0.221921
-9.39347,0.230743,0.486018,1,1,0,10.7809,0.361872,0.221921
-10.6218,0.214592,0.486018,2,3,0,11.8755,0.123867,0.17407
-9.80612,0.333598,0.486018,2,3,0,11.972,0.409014,0.324701
-9.80612,0.810064,0.486018,1,1,0,10.1748,0.409014,0.324701
-11.3819,0.707389,0.486018,2,7,0,11.6288,0.300292,0.0557691
-11.6812,0.9829,0.486018,2,3,0,11.9303,0.275765,0.0539621
-13.8245,0.190432,0.486018,3,11,0,16.255,0.550054,0.466132
-9.41737,0.686551,0.486018,2,3,0,11.8397,0.25525,0.289936
-10.1588,0.815921,0.486018,2,3,0,11.7523,0.0916862,0.298496
-11.4005,0.611732,0.486018,1,3,0,13.667,0.15331,0.110401
-9.37384,0.636382,0.486018,2,3,0,12.0776,0.341015,0.253048
-9.94679,0.85285,0.486018,2,7,0,10.3824,0.278356,0.146605
-9.77997,0.905179,0.486018,2,7,0,10.7364,0.441359,0.287165
-9.73369,0.818763,0.486018,2,5,0,10.7386,0.174206,0.373919
-9.47689,0.998584,0.486018,2,7,0,9.89132,0.372314,0.284577
-10.4121,0.940973,0.486018,3,7,0,10.8411,0.0792551,0.257851
-9.69326,0.98069,0.486018,3,7,0,10.2984,0.284736,0.381186
-9.65036,0.843719,0.486018,2,3,0,10.8765,0.267943,0.18922
-9.7884,0.757857,0.486018,2,3,0,11.7676,0.350654,0.134079
-11.9366,0.962355,0.486018,2,3,0,12.4844,0.110085,0.605963
-10.1868,1,0.486018,2,3,0,11.8631,0.185151,0.462185
-10.6861,0.938172,0.486018,2,3,0,11.44,0.0792264,0.458621
-10.6861,0.353846,0.486018,2,5,0,15.3902,0.0792264,0.458621
-9.98573,0.999287,0.486018,2,7,0,11.5835,0.523669,0.10787
-9.73422,0.78189,0.486018,3,7,0,10.6721,0.195196,0.387808
-10.2409,0.832244,0.486018,1,3,0,11.0182,0.101605,0.244953
-10.2434,0.982636,0.486018,3,11,0,10.5969,0.193804,0.470508
-10.1499,0.995284,0.486018,2,3,0,10.6904,0.0922074,0.352846
-10.287,0.989935,0.486018,2,7,0,10.9171,0.483885,0.314003
-11.5781,0.702869,0.486018,2,3,0,11.6947,0.145647,0.106015
-10.0903,0.913084,0.486018,3,9,0,13.4038,0.44514,0.0830824
-9.52795,0.833623,0.486018,2,5,0,10.724,0.436087,0.184849
-10.7484,0.514657,0.486018,1,1,0,10.8403,0.580481,0.235485
-11.5841,0.91701,0.486018,3,7,0,12.0893,0.0238786,0.418724
-11.3977,0.946066,0.486018,2,3,0,12.1995,0.0350594,0.45467
-11.2197,0.963351,0.486018,2,3,0,12.3459,0.0323508,0.269401
-9.56366,0.955668,0.486018,3,7,0,11.0837,0.404586,0.157144
-9.57753,0.99962,0.486018,2,3,0,9.61487,0.435127,0.158697
-9.65826,0.926082,0.486018,3,7,0,10.2961,0.176155,0.347552
-9.59201,0.979654,0.486018,2,7,0,11.2057,0.454538,0.169016
-9.57846,0.996816,0.486018,2,3,0,9.62539,0.391307,0.154834
-10.798,0.959192,0.486018,3,7,0,10.989,0.0635655,0.22673
-11.3855,0.996837,0.486018,2,3,0,11.6601,0.0351883,0.45318
-11.4938,0.97469,0.486018,1,1,0,11.6016,0.0356669,0.472412
-11.018,1,0.486018,2,3,0,11.6758,0.035389,0.337062
-10.8143,0.982142,0.486018,2,3,0,11.2512,0.0512253,0.260391
-10.4006,0.712197,0.486018,1,3,0,12.8116,0.161346,0.167691
-10.5389,0.723311,0.486018,2,7,0,13.3839,0.187403,0.503454
-9.61424,0.990583,0.486018,2,3,0,10.6428,0.192009,0.348693
-9.99976,0.852308,0.486018,2,5,0,11.0364,0.210744,0.176503
-9.56286,0.982742,0.486018,1,3,0,10.1475,0.204996,0.263603
-10.1327,0.960926,0.486018,1,3,0,10.8543,0.109901,0.400844
-9.56624,1,0.486018,2,3,0,10.0979,0.192606,0.318108
-9.93742,0.839708,0.486018,2,3,0,11.73,0.202935,0.428777
-12.6155,0.293235,0.486018,1,1,0,12.9771,0.467139,0.498993
-12.1549,0.349685,0.486018,2,3,0,14.9766,0.548315,0.390002
-9.36917,1,0.486018,1,1,0,10.9181,0.314593,0.254595
-9.64513,0.87975,0.486018,2,3,0,10.0508,0.296083,0.368594
-9.42596,0.977225,0.486018,2,7,0,9.89904,0.371004,0.201363
-9.90724,0.910067,0.486018,2,7,0,10.2764,0.424826,0.325785
-9.47582,0.978059,0.486018,2,3,0,10.1818,0.223772,0.298557
-10.9456,0.658884,0.486018,2,3,0,12.1816,0.160011,0.130342
-10.2383,0.966691,0.486018,2,3,0,11.7134,0.299252,0.112907
-9.44478,0.97889,0.486018,2,7,0,10.1355,0.397686,0.23756
-9.82331,0.912946,0.486018,2,3,0,9.85646,0.230499,0.185908
-10.1163,0.836893,0.486018,2,7,0,10.7208,0.557878,0.155042
-9.70044,1,0.486018,2,3,0,10.1022,0.486114,0.184145
-9.92106,0.829196,0.486018,2,5,0,10.4447,0.118238,0.324687
-10.1531,0.968923,0.486018,2,5,0,10.5114,0.440071,0.344223
-9.69386,0.995729,0.486018,2,7,0,10.2236,0.292793,0.378772
-9.6897,0.61854,0.486018,2,7,0,11.2626,0.361879,0.143081
-9.68709,0.98759,0.486018,3,7,0,10.8367,0.47961,0.199788
-9.68709,0.329807,0.486018,2,3,0,10.9297,0.47961,0.199788
-9.62281,0.999498,0.486018,1,3,0,9.84698,0.420552,0.144256
-9.4572,0.847164,0.486018,2,3,0,10.1036,0.399035,0.1931
-10.2482,0.879417,0.486018,2,3,0,10.4006,0.30946,0.108167
-11.028,0.983723,0.486018,2,5,0,12.2165,0.63675,0.0588941
-10.7834,1,0.486018,1,1,0,11.1558,0.613235,0.0631742
-10.105,0.996516,0.486018,2,7,0,10.9047,0.537942,0.0958734
-9.56174,0.989565,0.486018,2,7,0,10.2149,0.371898,0.161595
-10.4141,0.917429,0.486018,2,3,0,10.5783,0.5945,0.136695
-9.59507,1,0.486018,2,3,0,10.3378,0.251913,0.209227
-9.6245,0.996239,0.486018,1,1,0,9.66913,0.23758,0.213367
-11.203,0.835402,0.486018,3,7,0,12.0511,0.0900865,0.534585
-13.8659,0.81633,0.486018,3,7,0,15.4844,0.304176,0.00913942
-14.1471,0.9692,0.486018,2,3,0,14.2241,0.752609,0.00812071
-12.5265,0.991236,0.486018,2,3,0,14.079,0.646038,0.0101839
-11.4942,0.670348,0.486018,2,3,0,13.4881,0.415673,0.0258846
-11.4443,1,0.486018,2,3,0,11.6145,0.435886,0.0245189
-11.5031,0.889226,0.486018,2,3,0,12.0857,0.360701,0.0355038
-10.7084,0.867053,0.486018,2,7,0,13.7693,0.546848,0.281724
-9.94034,1,0.486018,3,7,0,10.5836,0.525539,0.121859
-9.90778,0.997191,0.486018,2,3,0,10.0643,0.39768,0.107843
-9.78694,0.981552,0.486018,3,7,0,10.1293,0.491318,0.215427
-9.94336,0.952806,0.486018,1,3,0,10.2491,0.532911,0.161355
-10.486,0.751407,0.486018,1,1,0,10.6794,0.596823,0.156602
-10.486,0.00401276,0.486018,1,1,0,12.9859,0.596823,0.156602
-9.658,1,0.486018,2,7,0,10.729,0.166928,0.303746
-9.68147,0.997225,0.486018,2,7,0,9.89863,0.480382,0.192755
-10.4137,0.658433,0.486018,1,1,0,10.5447,0.566901,0.211781
-10.4137,0.179214,0.486018,1,1,0,11.8326,0.566901,0.211781
-10.5265,1,0.486018,2,7,0,10.5969,0.29046,0.0976174
-10.1099,0.942162,0.486018,2,3,0,10.88,0.437803,0.0823509
-11.7357,0.86179,0.486018,3,7,0,13.0331,0.0765546,0.571739
-10.7188,1,0.486018,2,3,0,11.5787,0.0723366,0.451422
-9.88988,0.989206,0.486018,2,3,0,10.8209,0.137298,0.377063
-10.2583,0.965986,0.486018,2,3,0,10.4456,0.104222,0.420742
-12.7663,0.867702,0.486018,2,3,0,12.8882,0.0110369,0.197376
-12.0592,1,0.486018,3,7,0,12.8611,0.0122069,0.343482
-12.2596,0.997422,0.486018,2,3,0,12.2674,0.0102009,0.364553
-11.7303,0.999533,0.486018,2,3,0,12.3693,0.0178081,0.374954
-9.71571,0.435331,0.486018,3,7,0,11.6259,0.477244,0.219197
-10.0895,0.718027,0.486018,2,7,0,10.6689,0.100369,0.292131
-10.2427,0.852123,0.486018,2,7,0,10.5768,0.207984,0.470997
-10.2427,0.00104919,0.486018,2,3,0,12.9943,0.207984,0.470997
-9.91635,0.772603,0.486018,1,3,0,12.184,0.198706,0.194248
-10.2636,0.868167,0.486018,2,7,0,11.1344,0.438969,0.358205
-10.2636,0.299348,0.486018,2,3,0,11.4478,0.438969,0.358205
-10.2636,0.0371702,0.486018,2,3,0,11.9035,0.438969,0.358205
-9.6338,0.682171,0.486018,3,7,0,11.2407,0.281921,0.370602
-10.0125,0.792132,0.486018,2,3,0,11.2599,0.111332,0.28515
-9.37522,0.98226,0.486018,2,7,0,10.0718,0.30338,0.252483
-9.89628,0.97552,0.486018,2,3,0,9.94499,0.205173,0.422372
-9.39382,1,0.486018,2,3,0,9.88934,0.291805,0.244968
-9.69155,0.95109,0.486018,2,7,0,10.5736,0.385424,0.136637
-9.63978,0.997022,0.486018,2,7,0,10.0836,0.352952,0.339214
-9.63978,0.33886,0.486018,1,1,0,10.5563,0.352952,0.339214
-9.49272,0.999007,0.486018,2,7,0,9.69178,0.316754,0.194671
-9.4555,0.980499,0.486018,2,3,0,9.66636,0.356916,0.290193
-9.55244,0.9795,0.486018,2,5,0,9.69239,0.425838,0.248509
-9.39524,0.999524,0.486018,2,3,0,9.53851,0.335867,0.220548
-9.58773,0.967515,0.486018,3,7,0,9.90324,0.360978,0.159437
-9.38535,0.98521,0.486018,3,7,0,9.89609,0.281533,0.271324
-10.3645,0.846979,0.486018,2,3,0,11.046,0.234535,0.482417
-9.42886,0.828115,0.486018,2,5,0,11.344,0.280224,0.235476
-10.9849,0.828881,0.486018,2,3,0,11.1807,0.198992,0.110457
-11.7449,0.898856,0.486018,2,5,0,11.8923,0.175013,0.601834
-9.43216,0.884003,0.486018,2,3,0,12.6197,0.254884,0.260173
-9.40851,1,0.486018,1,1,0,9.42977,0.263209,0.269264
-9.88545,0.931755,0.486018,1,3,0,10.5084,0.123623,0.315801
-10.9491,0.870122,0.486018,2,3,0,12.0655,0.0457818,0.415318
-11.176,1,0.486018,2,3,0,11.2586,0.0328143,0.390282
-9.82123,0.978386,0.486018,3,7,0,11.4903,0.177661,0.225971
-11.7131,0.900763,0.486018,2,3,0,11.7152,0.238443,0.589673
-11.7131,0.0358383,0.486018,1,1,0,14.0291,0.238443,0.589673
-11.5257,0.947738,0.486018,2,7,0,13.2155,0.0781729,0.554907
-10.662,1,0.486018,1,1,0,11.4111,0.101825,0.483444
-10.4459,0.684012,0.486018,3,15,0,11.1892,0.0892644,0.23062
-9.91027,0.744762,0.486018,3,7,0,15.1837,0.221494,0.180366
-10.3658,0.939417,0.486018,3,9,0,11.6084,0.321468,0.0957227
-9.80002,1,0.486018,2,7,0,10.3202,0.49088,0.220524
-9.43518,0.991259,0.486018,2,3,0,9.96856,0.257102,0.255085
-9.57807,0.993445,0.486018,2,7,0,9.6175,0.444313,0.227652
-9.49091,1,0.486018,2,3,0,9.55717,0.294364,0.206299
-9.60809,0.996866,0.486018,2,3,0,9.6842,0.301191,0.359388
-9.71761,0.992581,0.486018,3,7,0,9.74988,0.456323,0.254722
-9.45987,1,0.486018,1,3,0,9.75498,0.374226,0.187338
-10.0724,0.975472,0.486018,2,3,0,10.1343,0.408818,0.0904208
